5.548634206160652192e-07 1.097075517622956085e+11 1.244423277883865781e+14 7.859355527791202215e-08
6.990873535407626436e-07 1.097045768724410553e+11 1.244371507420001875e+14 1.571871647955377142e-07
8.808016615948265471e-07 1.097010351086255341e+11 1.244309873153409219e+14 3.143743862102720684e-07
1.109754310601581234e-06 1.096954129456496887e+11 1.244212037852499062e+14 6.287488289838991768e-07
1.398230442679727962e-06 1.096864884361723022e+11 1.244056741679466562e+14 1.257497714531152758e-06
1.761715296962866196e-06 1.096723219775129242e+11 1.243810243841766562e+14 2.514995485625660981e-06
2.219732909412629085e-06 1.096498349399472046e+11 1.243419002060916875e+14 5.029991027702983002e-06
2.796909752352061697e-06 1.096141410542189484e+11 1.242798068346242188e+14 1.005998211196933544e-05
3.351338612057694682e-06 1.095680668453218994e+11 1.241996717531740312e+14 1.730203343251411326e-05
3.765901177460008083e-06 1.095226862596452637e+11 1.241207606817596562e+14 2.454408475311472410e-05
4.396151839611706696e-06 1.094621074501351318e+11 1.240154490220495781e+14 3.902818739431594577e-05
5.291071521851666610e-06 1.093583208238997498e+11 1.238350962037593281e+14 6.799639267671841623e-05
6.500242539846211620e-06 1.091858609116268921e+11 1.235356101323025469e+14 1.259328032415233300e-04
8.084356619577807252e-06 1.089051178036716156e+11 1.230486247733678906e+14 2.418056243711448942e-04
1.012478363444045433e-05 1.084536950630772095e+11 1.222669792916692969e+14 4.735512666305082604e-04
1.236077004586667983e-05 1.078147995007845001e+11 1.211636930505843438e+14 8.581760099555720564e-04
1.418520208465507123e-05 1.071204177538052063e+11 1.199685526753985000e+14 1.292020232629301300e-03
1.651572130003679584e-05 1.062559078682910004e+11 1.184863758495943906e+14 2.027541769124628895e-03
1.871610159381984192e-05 1.052151514142577209e+11 1.167105823609540156e+14 2.932573710592234744e-03
2.076296076832822280e-05 1.041238993856734314e+11 1.148587089918407656e+14 3.978291183197790390e-03
2.430374981584484495e-05 1.024246313325747833e+11 1.119956612452123594e+14 6.299756685681599279e-03
2.761564410825204465e-05 1.002143752369259186e+11 1.083096828015462344e+14 9.117540874912502188e-03
3.039926000236889642e-05 9.805738157185568237e+10 1.047543738288015000e+14 1.200925433678193960e-02
3.234334602172431986e-05 9.627266253204214478e+10 1.018442580900059219e+14 1.432737416674964917e-02
3.526100187293391654e-05 9.425041031704975891e+10 9.858168731247056250e+13 1.828276567473326175e-02
3.787620530562173411e-05 9.189152387246029663e+10 9.482343757118860938e+13 2.232755666746976189e-02
3.908818993756918816e-05 9.022693687417601013e+10 9.220244038459490625e+13 2.436507863018706754e-02
4.094242442680652767e-05 8.880387564512794495e+10 8.998226521850951562e+13 2.768280017165489562e-02
4.231771366808232798e-05 8.730169723126281738e+10 8.765943208400464062e+13 3.030088573029707938e-02
4.540379842842188715e-05 8.509777797855274963e+10 8.429035025631576562e+13 3.665962144037673148e-02
4.708075373401080985e-05 8.280245330954927063e+10 8.083146963922896875e+13 4.039559706329012845e-02
4.856682453982862178e-05 8.122024149348400879e+10 7.847710686351626562e+13 4.386887896018515365e-02
5.034423830655859337e-05 7.955534013893002319e+10 7.602636689746150000e+13 4.822046635801319897e-02
5.192565794361742298e-05 7.783389763901110840e+10 7.352147299813243750e+13 5.226994863777835454e-02
5.310962601422094625e-05 7.640745062199028015e+10 7.146844305004189062e+13 5.540914059943043146e-02
5.439569227243144035e-05 7.511669411157923889e+10 6.962852102448378125e+13 5.892097297479588491e-02
5.605455431926383920e-05 7.356406475898753357e+10 6.743794694932047656e+13 6.360366262065318688e-02
5.702833646520137319e-05 7.218713698183001709e+10 6.551616921315776562e+13 6.643101224882705380e-02
5.890398219773638691e-05 7.066365407896389771e+10 6.341290543629386719e+13 7.203435504462782357e-02
6.010736377856246837e-05 6.904223810211019897e+10 6.120140666979075000e+13 7.573573022325442994e-02
6.222630016611102567e-05 6.725941435714641571e+10 5.880213085495732031e+13 8.244476045741500059e-02
6.342890923994516541e-05 6.551069267118855286e+10 5.648217175643954688e+13 8.635734988300289294e-02
6.449973093223192958e-05 6.430482477698043823e+10 5.490185404560334375e+13 8.990188906873862462e-02
6.634207873811850606e-05 6.274857264730567932e+10 5.288608442117869531e+13 9.612705039672567175e-02
6.750086955096141475e-05 6.117212418803300476e+10 5.087176076779286719e+13 1.001211031617445096e-01
6.865356339211749919e-05 5.995418553774352264e+10 4.933473148863328906e+13 1.041506924202645068e-01
7.017731180453714830e-05 5.854479675861543274e+10 4.757722147471459375e+13 1.095587895480042845e-01
7.176956237284906419e-05 5.691736887270112610e+10 4.557634036105998438e+13 1.153023270657915073e-01
7.260056007683612185e-05 5.566809689462416840e+10 4.406137021057889062e+13 1.183349540628544916e-01
7.383038429125691386e-05 5.460114274760456085e+10 4.278206571018466406e+13 1.228636593814960293e-01
7.500022391877710906e-05 5.337085487422002411e+10 4.132375806291512500e+13 1.272135395939258395e-01
7.629704712913458421e-05 5.211334846215179443e+10 3.985200882945947656e+13 1.320793583854341369e-01
7.769550557587453490e-05 5.075086956546841431e+10 3.827911719060796875e+13 1.373730395695217377e-01
7.862980351632202350e-05 4.958667080378226471e+10 3.695321504765064062e+13 1.409340025461697510e-01
7.957061021818136301e-05 4.865476493261269379e+10 3.590400966139979688e+13 1.445372947604487701e-01
8.088782405861192942e-05 4.753861857056628418e+10 3.466171631440600000e+13 1.496082648733249310e-01
8.204886090538202851e-05 4.632996616105862427e+10 3.333425287442345312e+13 1.540999203890803804e-01
8.340756944341125756e-05 4.511134856256158447e+10 3.201478332501308984e+13 1.593775940186707984e-01
8.439987350891910340e-05 4.399103634647733307e+10 3.081870289401641797e+13 1.632438429938793123e-01
